,0
Apalutamide_5_0_uM_,"[('Apalutamide', 5.0, 'uM')]"
Aprepitant_0_05_uM_,"[('Aprepitant', 0.05, 'uM')]"
Aprepitant_0_5_uM_,"[('Aprepitant', 0.5, 'uM')]"
Aprepitant_5_0_uM_,"[('Aprepitant', 5.0, 'uM')]"
Arbutin_0_05_uM_,"[('Arbutin', 0.05, 'uM')]"
Arbutin_0_5_uM_,"[('Arbutin', 0.5, 'uM')]"
Arbutin_5_0_uM_,"[('Arbutin', 5.0, 'uM')]"
Artemether_0_05_uM_,"[('Artemether', 0.05, 'uM')]"
Artemether_0_5_uM_,"[('Artemether', 0.5, 'uM')]"
Artemether_5_0_uM_,"[('Artemether', 5.0, 'uM')]"
Artesunate_0_05_uM_,"[('Artesunate', 0.05, 'uM')]"
Artesunate_0_5_uM_,"[('Artesunate', 0.5, 'uM')]"
Artesunate_5_0_uM_,"[('Artesunate', 5.0, 'uM')]"
Asciminib_0_05_uM_,"[('Asciminib', 0.05, 'uM')]"
Asciminib_0_5_uM_,"[('Asciminib', 0.5, 'uM')]"
Asciminib_5_0_uM_,"[('Asciminib', 5.0, 'uM')]"
Aspirin_0_05_uM_,"[('Aspirin', 0.05, 'uM')]"
Aspirin_0_5_uM_,"[('Aspirin', 0.5, 'uM')]"
Aspirin_5_0_uM_,"[('Aspirin', 5.0, 'uM')]"
Ataluren_0_05_uM_,"[('Ataluren', 0.05, 'uM')]"
Ataluren_0_5_uM_,"[('Ataluren', 0.5, 'uM')]"
Ataluren_5_0_uM_,"[('Ataluren', 5.0, 'uM')]"
Atazanavir_sulfate_0_05_uM_,"[('Atazanavir (sulfate)', 0.05, 'uM')]"
Atazanavir_sulfate_0_5_uM_,"[('Atazanavir (sulfate)', 0.5, 'uM')]"
Atazanavir_sulfate_5_0_uM_,"[('Atazanavir (sulfate)', 5.0, 'uM')]"
Auranofin_0_05_uM_,"[('Auranofin', 0.05, 'uM')]"
Auranofin_0_5_uM_,"[('Auranofin', 0.5, 'uM')]"
Auranofin_5_0_uM_,"[('Auranofin', 5.0, 'uM')]"
Azithromycin_hydrate_0_05_uM_,"[('Azithromycin (hydrate)', 0.05, 'uM')]"
Azithromycin_hydrate_0_5_uM_,"[('Azithromycin (hydrate)', 0.5, 'uM')]"
Azithromycin_hydrate_5_0_uM_,"[('Azithromycin (hydrate)', 5.0, 'uM')]"
BAY1125976_0_05_uM_,"[('BAY1125976', 0.05, 'uM')]"
BAY1125976_0_5_uM_,"[('BAY1125976', 0.5, 'uM')]"
BAY1125976_5_0_uM_,"[('BAY1125976', 5.0, 'uM')]"
BI_3406_0_05_uM_,"[('BI-3406', 0.05, 'uM')]"
BI_3406_0_5_uM_,"[('BI-3406', 0.5, 'uM')]"
BI_3406_5_0_uM_,"[('BI-3406', 5.0, 'uM')]"
BI_78D3_0_05_uM_,"[('BI-78D3', 0.05, 'uM')]"
BI_78D3_0_5_uM_,"[('BI-78D3', 0.5, 'uM')]"
BI_78D3_5_0_uM_,"[('BI-78D3', 5.0, 'uM')]"
Baicalin_0_05_uM_,"[('Baicalin', 0.05, 'uM')]"
Baicalin_0_5_uM_,"[('Baicalin', 0.5, 'uM')]"
Baicalin_5_0_uM_,"[('Baicalin', 5.0, 'uM')]"
Balsalazide_sodium_hydrate_0_05_uM_,"[('Balsalazide (sodium hydrate)', 0.05, 'uM')]"
Balsalazide_sodium_hydrate_0_5_uM_,"[('Balsalazide (sodium hydrate)', 0.5, 'uM')]"
Balsalazide_sodium_hydrate_5_0_uM_,"[('Balsalazide (sodium hydrate)', 5.0, 'uM')]"
Belinostat_0_05_uM_,"[('Belinostat', 0.05, 'uM')]"
Belinostat_0_5_uM_,"[('Belinostat', 0.5, 'uM')]"
Belinostat_5_0_uM_,"[('Belinostat', 5.0, 'uM')]"
Belumosudil_mesylate_0_05_uM_,"[('Belumosudil (mesylate)', 0.05, 'uM')]"
Belumosudil_mesylate_0_5_uM_,"[('Belumosudil (mesylate)', 0.5, 'uM')]"
Belumosudil_mesylate_5_0_uM_,"[('Belumosudil (mesylate)', 5.0, 'uM')]"
Belumosudil_0_05_uM_,"[('Belumosudil', 0.05, 'uM')]"
Belumosudil_0_5_uM_,"[('Belumosudil', 0.5, 'uM')]"
Belumosudil_5_0_uM_,"[('Belumosudil', 5.0, 'uM')]"
Belzutifan_0_05_uM_,"[('Belzutifan', 0.05, 'uM')]"
Belzutifan_0_5_uM_,"[('Belzutifan', 0.5, 'uM')]"
Belzutifan_5_0_uM_,"[('Belzutifan', 5.0, 'uM')]"
Bendamustine_0_05_uM_,"[('Bendamustine', 0.05, 'uM')]"
Bendamustine_0_5_uM_,"[('Bendamustine', 0.5, 'uM')]"
Bendamustine_5_0_uM_,"[('Bendamustine', 5.0, 'uM')]"
Benproperine_phosphate_0_05_uM_,"[('Benproperine (phosphate)', 0.05, 'uM')]"
Benproperine_phosphate_0_5_uM_,"[('Benproperine (phosphate)', 0.5, 'uM')]"
Benproperine_phosphate_5_0_uM_,"[('Benproperine (phosphate)', 5.0, 'uM')]"
Bentamapimod_0_05_uM_,"[('Bentamapimod', 0.05, 'uM')]"
Bentamapimod_0_5_uM_,"[('Bentamapimod', 0.5, 'uM')]"
Bentamapimod_5_0_uM_,"[('Bentamapimod', 5.0, 'uM')]"
Benztropine_mesylate_0_05_uM_,"[('Benztropine (mesylate)', 0.05, 'uM')]"
Benztropine_mesylate_0_5_uM_,"[('Benztropine (mesylate)', 0.5, 'uM')]"
Benztropine_mesylate_5_0_uM_,"[('Benztropine (mesylate)', 5.0, 'uM')]"
Berbamine_dihydrochloride_0_05_uM_,"[('Berbamine (dihydrochloride)', 0.05, 'uM')]"
Berbamine_dihydrochloride_0_5_uM_,"[('Berbamine (dihydrochloride)', 0.5, 'uM')]"
Berbamine_dihydrochloride_5_0_uM_,"[('Berbamine (dihydrochloride)', 5.0, 'uM')]"
Berbamine_0_05_uM_,"[('Berbamine', 0.05, 'uM')]"
Berbamine_0_5_uM_,"[('Berbamine', 0.5, 'uM')]"
Berbamine_5_0_uM_,"[('Berbamine', 5.0, 'uM')]"
Berberine_chloride_hydrate_0_05_uM_,"[('Berberine (chloride hydrate)', 0.05, 'uM')]"
Berberine_chloride_hydrate_0_5_uM_,"[('Berberine (chloride hydrate)', 0.5, 'uM')]"
Berberine_chloride_hydrate_5_0_uM_,"[('Berberine (chloride hydrate)', 5.0, 'uM')]"
Bergenin_0_05_uM_,"[('Bergenin', 0.05, 'uM')]"
Bergenin_0_5_uM_,"[('Bergenin', 0.5, 'uM')]"
Bergenin_5_0_uM_,"[('Bergenin', 5.0, 'uM')]"
Bestatin_hydrochloride_0_05_uM_,"[('Bestatin (hydrochloride)', 0.05, 'uM')]"
Bestatin_hydrochloride_0_5_uM_,"[('Bestatin (hydrochloride)', 0.5, 'uM')]"
Bestatin_hydrochloride_5_0_uM_,"[('Bestatin (hydrochloride)', 5.0, 'uM')]"
Bestatin_0_05_uM_,"[('Bestatin', 0.05, 'uM')]"
Bestatin_0_5_uM_,"[('Bestatin', 0.5, 'uM')]"
Bestatin_5_0_uM_,"[('Bestatin', 5.0, 'uM')]"
Betamethasone_dipropionate_0_05_uM_,"[('Betamethasone dipropionate', 0.05, 'uM')]"
Betamethasone_dipropionate_0_5_uM_,"[('Betamethasone dipropionate', 0.5, 'uM')]"
Betamethasone_dipropionate_5_0_uM_,"[('Betamethasone dipropionate', 5.0, 'uM')]"
Bexarotene_0_05_uM_,"[('Bexarotene', 0.05, 'uM')]"
Bexarotene_0_5_uM_,"[('Bexarotene', 0.5, 'uM')]"
Bexarotene_5_0_uM_,"[('Bexarotene', 5.0, 'uM')]"
Bicalutamide_0_05_uM_,"[('Bicalutamide', 0.05, 'uM')]"
Bicalutamide_0_5_uM_,"[('Bicalutamide', 0.5, 'uM')]"
Bicalutamide_5_0_uM_,"[('Bicalutamide', 5.0, 'uM')]"
Bimatoprost_0_05_uM_,"[('Bimatoprost', 0.05, 'uM')]"
Bimatoprost_0_5_uM_,"[('Bimatoprost', 0.5, 'uM')]"
Bimatoprost_5_0_uM_,"[('Bimatoprost', 5.0, 'uM')]"
Bimiralisib_0_05_uM_,"[('Bimiralisib', 0.05, 'uM')]"
Bimiralisib_0_5_uM_,"[('Bimiralisib', 0.5, 'uM')]"
Bimiralisib_5_0_uM_,"[('Bimiralisib', 5.0, 'uM')]"
Binimetinib_0_05_uM_,"[('Binimetinib', 0.05, 'uM')]"
Binimetinib_0_5_uM_,"[('Binimetinib', 0.5, 'uM')]"
Binimetinib_5_0_uM_,"[('Binimetinib', 5.0, 'uM')]"
Bisoprolol_hemifumarate_0_05_uM_,"[('Bisoprolol (hemifumarate)', 0.05, 'uM')]"
Bisoprolol_hemifumarate_0_5_uM_,"[('Bisoprolol (hemifumarate)', 0.5, 'uM')]"
Bisoprolol_hemifumarate_5_0_uM_,"[('Bisoprolol (hemifumarate)', 5.0, 'uM')]"
Bortezomib_0_05_uM_,"[('Bortezomib', 0.05, 'uM')]"
Bortezomib_0_5_uM_,"[('Bortezomib', 0.5, 'uM')]"
Bortezomib_5_0_uM_,"[('Bortezomib', 5.0, 'uM')]"
Bosentan_hydrate_0_05_uM_,"[('Bosentan (hydrate)', 0.05, 'uM')]"
Bosentan_hydrate_0_5_uM_,"[('Bosentan (hydrate)', 0.5, 'uM')]"
Bosentan_hydrate_5_0_uM_,"[('Bosentan (hydrate)', 5.0, 'uM')]"
Brimonidine_0_05_uM_,"[('Brimonidine', 0.05, 'uM')]"
Brimonidine_0_5_uM_,"[('Brimonidine', 0.5, 'uM')]"
Brimonidine_5_0_uM_,"[('Brimonidine', 5.0, 'uM')]"
Brivudine_0_05_uM_,"[('Brivudine', 0.05, 'uM')]"
Brivudine_0_5_uM_,"[('Brivudine', 0.5, 'uM')]"
Brivudine_5_0_uM_,"[('Brivudine', 5.0, 'uM')]"
Budesonide_0_05_uM_,"[('Budesonide', 0.05, 'uM')]"
Budesonide_0_5_uM_,"[('Budesonide', 0.5, 'uM')]"
Budesonide_5_0_uM_,"[('Budesonide', 5.0, 'uM')]"
Busulfan_0_05_uM_,"[('Busulfan', 0.05, 'uM')]"
Busulfan_0_5_uM_,"[('Busulfan', 0.5, 'uM')]"
Busulfan_5_0_uM_,"[('Busulfan', 5.0, 'uM')]"
CP21R7_0_05_uM_,"[('CP21R7', 0.05, 'uM')]"
CP21R7_0_5_uM_,"[('CP21R7', 0.5, 'uM')]"
CP21R7_5_0_uM_,"[('CP21R7', 5.0, 'uM')]"
Cabozantinib_S_malate_0_05_uM_,"[('Cabozantinib (S-malate)', 0.05, 'uM')]"
Cabozantinib_S_malate_0_5_uM_,"[('Cabozantinib (S-malate)', 0.5, 'uM')]"
Cabozantinib_S_malate_5_0_uM_,"[('Cabozantinib (S-malate)', 5.0, 'uM')]"
Canagliflozin_hemihydrate_0_05_uM_,"[('Canagliflozin (hemihydrate)', 0.05, 'uM')]"
Canagliflozin_hemihydrate_0_5_uM_,"[('Canagliflozin (hemihydrate)', 0.5, 'uM')]"
Canagliflozin_hemihydrate_5_0_uM_,"[('Canagliflozin (hemihydrate)', 5.0, 'uM')]"
Canagliflozin_0_05_uM_,"[('Canagliflozin', 0.05, 'uM')]"
Canagliflozin_0_5_uM_,"[('Canagliflozin', 0.5, 'uM')]"
Canagliflozin_5_0_uM_,"[('Canagliflozin', 5.0, 'uM')]"
Capivasertib_0_05_uM_,"[('Capivasertib', 0.05, 'uM')]"
Capivasertib_0_5_uM_,"[('Capivasertib', 0.5, 'uM')]"
Capivasertib_5_0_uM_,"[('Capivasertib', 5.0, 'uM')]"
Capmatinib_0_05_uM_,"[('Capmatinib', 0.05, 'uM')]"
Capmatinib_0_5_uM_,"[('Capmatinib', 0.5, 'uM')]"
Capmatinib_5_0_uM_,"[('Capmatinib', 5.0, 'uM')]"
Captopril_0_05_uM_,"[('Captopril', 0.05, 'uM')]"
Captopril_0_5_uM_,"[('Captopril', 0.5, 'uM')]"
Captopril_5_0_uM_,"[('Captopril', 5.0, 'uM')]"
Carbamazepine_0_05_uM_,"[('Carbamazepine', 0.05, 'uM')]"
Carbamazepine_0_5_uM_,"[('Carbamazepine', 0.5, 'uM')]"
Carbamazepine_5_0_uM_,"[('Carbamazepine', 5.0, 'uM')]"
Carbidopa_monohydrate_0_05_uM_,"[('Carbidopa (monohydrate)', 0.05, 'uM')]"
Carbidopa_monohydrate_0_5_uM_,"[('Carbidopa (monohydrate)', 0.5, 'uM')]"
Carbidopa_monohydrate_5_0_uM_,"[('Carbidopa (monohydrate)', 5.0, 'uM')]"
Celecoxib_0_05_uM_,"[('Celecoxib', 0.05, 'uM')]"
Celecoxib_0_5_uM_,"[('Celecoxib', 0.5, 'uM')]"
Celecoxib_5_0_uM_,"[('Celecoxib', 5.0, 'uM')]"
Cepharanthine_0_05_uM_,"[('Cepharanthine', 0.05, 'uM')]"
Cepharanthine_0_5_uM_,"[('Cepharanthine', 0.5, 'uM')]"
Cepharanthine_5_0_uM_,"[('Cepharanthine', 5.0, 'uM')]"
Chlorhexidine_diacetate_0_05_uM_,"[('Chlorhexidine (diacetate)', 0.05, 'uM')]"
Chlorhexidine_diacetate_0_5_uM_,"[('Chlorhexidine (diacetate)', 0.5, 'uM')]"
Chlorhexidine_diacetate_5_0_uM_,"[('Chlorhexidine (diacetate)', 5.0, 'uM')]"
Ciclopirox_0_05_uM_,"[('Ciclopirox', 0.05, 'uM')]"
Ciclopirox_0_5_uM_,"[('Ciclopirox', 0.5, 'uM')]"
Ciclopirox_5_0_uM_,"[('Ciclopirox', 5.0, 'uM')]"
Cilostazol_0_05_uM_,"[('Cilostazol', 0.05, 'uM')]"
Cilostazol_0_5_uM_,"[('Cilostazol', 0.5, 'uM')]"
Cilostazol_5_0_uM_,"[('Cilostazol', 5.0, 'uM')]"
Cinacalcet_0_05_uM_,"[('Cinacalcet', 0.05, 'uM')]"
Cinacalcet_0_5_uM_,"[('Cinacalcet', 0.5, 'uM')]"
Cinacalcet_5_0_uM_,"[('Cinacalcet', 5.0, 'uM')]"
Citalopram_hydrobromide_0_05_uM_,"[('Citalopram (hydrobromide)', 0.05, 'uM')]"
Citalopram_hydrobromide_0_5_uM_,"[('Citalopram (hydrobromide)', 0.5, 'uM')]"
Citalopram_hydrobromide_5_0_uM_,"[('Citalopram (hydrobromide)', 5.0, 'uM')]"
Clobetasol_propionate_0_05_uM_,"[('Clobetasol propionate', 0.05, 'uM')]"
Clobetasol_propionate_0_5_uM_,"[('Clobetasol propionate', 0.5, 'uM')]"
Clobetasol_propionate_5_0_uM_,"[('Clobetasol propionate', 5.0, 'uM')]"
Clofarabine_0_05_uM_,"[('Clofarabine', 0.05, 'uM')]"
Clofarabine_0_5_uM_,"[('Clofarabine', 0.5, 'uM')]"
Clofarabine_5_0_uM_,"[('Clofarabine', 5.0, 'uM')]"
Clonidine_hydrochloride_0_05_uM_,"[('Clonidine (hydrochloride)', 0.05, 'uM')]"
Clonidine_hydrochloride_0_5_uM_,"[('Clonidine (hydrochloride)', 0.5, 'uM')]"
Clonidine_hydrochloride_5_0_uM_,"[('Clonidine (hydrochloride)', 5.0, 'uM')]"
Clopidogrel_0_05_uM_,"[('Clopidogrel', 0.05, 'uM')]"
Clopidogrel_0_5_uM_,"[('Clopidogrel', 0.5, 'uM')]"
Clopidogrel_5_0_uM_,"[('Clopidogrel', 5.0, 'uM')]"
Clotrimazole_0_05_uM_,"[('Clotrimazole', 0.05, 'uM')]"
Clotrimazole_0_5_uM_,"[('Clotrimazole', 0.5, 'uM')]"
Clotrimazole_5_0_uM_,"[('Clotrimazole', 5.0, 'uM')]"
Cloxacillin_sodium_0_05_uM_,"[('Cloxacillin (sodium)', 0.05, 'uM')]"
Cloxacillin_sodium_0_5_uM_,"[('Cloxacillin (sodium)', 0.5, 'uM')]"
Cloxacillin_sodium_5_0_uM_,"[('Cloxacillin (sodium)', 5.0, 'uM')]"
Cobimetinib_0_05_uM_,"[('Cobimetinib', 0.05, 'uM')]"
Cobimetinib_0_5_uM_,"[('Cobimetinib', 0.5, 'uM')]"
Cobimetinib_5_0_uM_,"[('Cobimetinib', 5.0, 'uM')]"
Crizotinib_hydrochloride_0_05_uM_,"[('Crizotinib (hydrochloride)', 0.05, 'uM')]"
Crizotinib_hydrochloride_0_5_uM_,"[('Crizotinib (hydrochloride)', 0.5, 'uM')]"
Crizotinib_hydrochloride_5_0_uM_,"[('Crizotinib (hydrochloride)', 5.0, 'uM')]"
Cyclosporin_A_0_05_uM_,"[('Cyclosporin A', 0.05, 'uM')]"
Cyclosporin_A_0_5_uM_,"[('Cyclosporin A', 0.5, 'uM')]"
Cyclosporin_A_5_0_uM_,"[('Cyclosporin A', 5.0, 'uM')]"
Cysteamine_hydrochloride_0_05_uM_,"[('Cysteamine (hydrochloride)', 0.05, 'uM')]"
Cysteamine_hydrochloride_0_5_uM_,"[('Cysteamine (hydrochloride)', 0.5, 'uM')]"
Cysteamine_hydrochloride_5_0_uM_,"[('Cysteamine (hydrochloride)', 5.0, 'uM')]"
Cytarabine_hydrochloride_0_05_uM_,"[('Cytarabine (hydrochloride)', 0.05, 'uM')]"
Cytarabine_hydrochloride_0_5_uM_,"[('Cytarabine (hydrochloride)', 0.5, 'uM')]"
Cytarabine_hydrochloride_5_0_uM_,"[('Cytarabine (hydrochloride)', 5.0, 'uM')]"
Cytarabine_0_05_uM_,"[('Cytarabine', 0.05, 'uM')]"
Cytarabine_0_5_uM_,"[('Cytarabine', 0.5, 'uM')]"
Cytarabine_5_0_uM_,"[('Cytarabine', 5.0, 'uM')]"
DMSO_TF_0_0_uM_,"[('DMSO_TF', 0.0, 'uM')]"
DT_061_0_05_uM_,"[('DT-061', 0.05, 'uM')]"
DT_061_0_5_uM_,"[('DT-061', 0.5, 'uM')]"
DT_061_5_0_uM_,"[('DT-061', 5.0, 'uM')]"
DTP3_0_05_uM_,"[('DTP3', 0.05, 'uM')]"
DTP3_0_5_uM_,"[('DTP3', 0.5, 'uM')]"
DTP3_5_0_uM_,"[('DTP3', 5.0, 'uM')]"
Dabrafenib_0_05_uM_,"[('Dabrafenib', 0.05, 'uM')]"
Dabrafenib_0_5_uM_,"[('Dabrafenib', 0.5, 'uM')]"
Dabrafenib_5_0_uM_,"[('Dabrafenib', 5.0, 'uM')]"
Daidzin_0_05_uM_,"[('Daidzin', 0.05, 'uM')]"
Daidzin_0_5_uM_,"[('Daidzin', 0.5, 'uM')]"
Daidzin_5_0_uM_,"[('Daidzin', 5.0, 'uM')]"
Dapagliflozin_2S_1_2_propanediol_hydrate_0_05_uM_,"[('Dapagliflozin ((2S)-1,2-propanediol, hydrate)', 0.05, 'uM')]"
Dapagliflozin_2S_1_2_propanediol_hydrate_0_5_uM_,"[('Dapagliflozin ((2S)-1,2-propanediol, hydrate)', 0.5, 'uM')]"
Dapagliflozin_2S_1_2_propanediol_hydrate_5_0_uM_,"[('Dapagliflozin ((2S)-1,2-propanediol, hydrate)', 5.0, 'uM')]"
Dapagliflozin_0_05_uM_,"[('Dapagliflozin', 0.05, 'uM')]"
Dapagliflozin_0_5_uM_,"[('Dapagliflozin', 0.5, 'uM')]"
Dapagliflozin_5_0_uM_,"[('Dapagliflozin', 5.0, 'uM')]"
Daptomycin_0_05_uM_,"[('Daptomycin', 0.05, 'uM')]"
Daptomycin_0_5_uM_,"[('Daptomycin', 0.5, 'uM')]"
Daptomycin_5_0_uM_,"[('Daptomycin', 5.0, 'uM')]"
Darinaparsin_0_05_uM_,"[('Darinaparsin', 0.05, 'uM')]"
Darinaparsin_0_5_uM_,"[('Darinaparsin', 0.5, 'uM')]"
Darinaparsin_5_0_uM_,"[('Darinaparsin', 5.0, 'uM')]"
Darolutamide_0_05_uM_,"[('Darolutamide', 0.05, 'uM')]"
