,0
X13_Captopril_0_05_uM_,"13_[('Captopril', 0.05, 'uM')]"
X13_Carbidopa_monohydrate_0_05_uM_,"13_[('Carbidopa (monohydrate)', 0.05, 'uM')]"
X13_Carbidopa_monohydrate_0_5_uM_,"13_[('Carbidopa (monohydrate)', 0.5, 'uM')]"
X13_Carbidopa_monohydrate_5_0_uM_,"13_[('Carbidopa (monohydrate)', 5.0, 'uM')]"
X13_Chlorhexidine_diacetate_0_5_uM_,"13_[('Chlorhexidine (diacetate)', 0.5, 'uM')]"
X13_Cytarabine_0_05_uM_,"13_[('Cytarabine', 0.05, 'uM')]"
X13_Cytarabine_0_5_uM_,"13_[('Cytarabine', 0.5, 'uM')]"
X13_Cytarabine_5_0_uM_,"13_[('Cytarabine', 5.0, 'uM')]"
X13_DTP3_0_05_uM_,"13_[('DTP3', 0.05, 'uM')]"
X13_Daidzin_0_05_uM_,"13_[('Daidzin', 0.05, 'uM')]"
X13_Daidzin_0_5_uM_,"13_[('Daidzin', 0.5, 'uM')]"
X13_Daidzin_5_0_uM_,"13_[('Daidzin', 5.0, 'uM')]"
X13_Daptomycin_0_05_uM_,"13_[('Daptomycin', 0.05, 'uM')]"
X13_Daptomycin_0_5_uM_,"13_[('Daptomycin', 0.5, 'uM')]"
X13_Daptomycin_5_0_uM_,"13_[('Daptomycin', 5.0, 'uM')]"
X13_Edoxaban_tosylate_monohydrate_0_05_uM_,"13_[('Edoxaban (tosylate monohydrate)', 0.05, 'uM')]"
X13_Edoxaban_tosylate_monohydrate_0_5_uM_,"13_[('Edoxaban (tosylate monohydrate)', 0.5, 'uM')]"
X13_Edoxaban_tosylate_monohydrate_5_0_uM_,"13_[('Edoxaban (tosylate monohydrate)', 5.0, 'uM')]"
X13_Flumatinib_mesylate_0_05_uM_,"13_[('Flumatinib (mesylate)', 0.05, 'uM')]"
X13_Flumatinib_mesylate_0_5_uM_,"13_[('Flumatinib (mesylate)', 0.5, 'uM')]"
X13_Flumatinib_mesylate_5_0_uM_,"13_[('Flumatinib (mesylate)', 5.0, 'uM')]"
X13_Fostamatinib_disodium_hexahydrate_0_05_uM_,"13_[('Fostamatinib (disodium hexahydrate)', 0.05, 'uM')]"
X13_Fostamatinib_disodium_hexahydrate_0_5_uM_,"13_[('Fostamatinib (disodium hexahydrate)', 0.5, 'uM')]"
X13_Fostamatinib_disodium_hexahydrate_5_0_uM_,"13_[('Fostamatinib (disodium hexahydrate)', 5.0, 'uM')]"
X13_Fumaric_acid_0_05_uM_,"13_[('Fumaric acid', 0.05, 'uM')]"
X13_Fumaric_acid_0_5_uM_,"13_[('Fumaric acid', 0.5, 'uM')]"
X13_Fumaric_acid_5_0_uM_,"13_[('Fumaric acid', 5.0, 'uM')]"
X13_Glasdegib_0_05_uM_,"13_[('Glasdegib', 0.05, 'uM')]"
X13_Glasdegib_0_5_uM_,"13_[('Glasdegib', 0.5, 'uM')]"
X13_Glasdegib_5_0_uM_,"13_[('Glasdegib', 5.0, 'uM')]"
X13_Hydroxyfasudil_0_05_uM_,"13_[('Hydroxyfasudil', 0.05, 'uM')]"
X13_Irinotecan_hydrochloride_0_05_uM_,"13_[('Irinotecan (hydrochloride)', 0.05, 'uM')]"
X13_Irinotecan_hydrochloride_0_5_uM_,"13_[('Irinotecan (hydrochloride)', 0.5, 'uM')]"
X13_Irinotecan_hydrochloride_5_0_uM_,"13_[('Irinotecan (hydrochloride)', 5.0, 'uM')]"
X13_Ivabradine_hydrochloride_0_05_uM_,"13_[('Ivabradine (hydrochloride)', 0.05, 'uM')]"
X13_Ivabradine_hydrochloride_0_5_uM_,"13_[('Ivabradine (hydrochloride)', 0.5, 'uM')]"
X13_Ivabradine_hydrochloride_5_0_uM_,"13_[('Ivabradine (hydrochloride)', 5.0, 'uM')]"
X13_Larotrectinib_sulfate_0_05_uM_,"13_[('Larotrectinib sulfate', 0.05, 'uM')]"
X13_Larotrectinib_sulfate_0_5_uM_,"13_[('Larotrectinib sulfate', 0.5, 'uM')]"
X13_Larotrectinib_sulfate_5_0_uM_,"13_[('Larotrectinib sulfate', 5.0, 'uM')]"
X13_Malotilate_0_05_uM_,"13_[('Malotilate', 0.05, 'uM')]"
X13_Methylprednisolone_succinate_0_05_uM_,"13_[('Methylprednisolone succinate', 0.05, 'uM')]"
X13_Naproxen_0_05_uM_,"13_[('Naproxen', 0.05, 'uM')]"
X13_Naproxen_0_5_uM_,"13_[('Naproxen', 0.5, 'uM')]"
X13_Naproxen_5_0_uM_,"13_[('Naproxen', 5.0, 'uM')]"
X13_Nimesulide_0_05_uM_,"13_[('Nimesulide', 0.05, 'uM')]"
X13_Nimesulide_0_5_uM_,"13_[('Nimesulide', 0.5, 'uM')]"
X13_Nimesulide_5_0_uM_,"13_[('Nimesulide', 5.0, 'uM')]"
X13_Ornidazole_0_05_uM_,"13_[('Ornidazole', 0.05, 'uM')]"
X13_Ornidazole_0_5_uM_,"13_[('Ornidazole', 0.5, 'uM')]"
X13_Ornidazole_5_0_uM_,"13_[('Ornidazole', 5.0, 'uM')]"
X13_PF_06260933_0_05_uM_,"13_[('PF-06260933', 0.05, 'uM')]"
X13_Pentamidine_isethionate_0_5_uM_,"13_[('Pentamidine (isethionate)', 0.5, 'uM')]"
X13_Plicamycin_0_05_uM_,"13_[('Plicamycin', 0.05, 'uM')]"
X13_Plicamycin_0_5_uM_,"13_[('Plicamycin', 0.5, 'uM')]"
X13_Plicamycin_5_0_uM_,"13_[('Plicamycin', 5.0, 'uM')]"
X13_Pralsetinib_0_05_uM_,"13_[('Pralsetinib', 0.05, 'uM')]"
X13_Pravastatin_sodium_0_05_uM_,"13_[('Pravastatin (sodium)', 0.05, 'uM')]"
X13_Pravastatin_sodium_0_5_uM_,"13_[('Pravastatin (sodium)', 0.5, 'uM')]"
X13_Pravastatin_sodium_5_0_uM_,"13_[('Pravastatin (sodium)', 5.0, 'uM')]"
X13_Ralimetinib_dimesylate_0_05_uM_,"13_[('Ralimetinib dimesylate', 0.05, 'uM')]"
X13_Regorafenib_0_05_uM_,"13_[('Regorafenib', 0.05, 'uM')]"
X13_Regorafenib_0_5_uM_,"13_[('Regorafenib', 0.5, 'uM')]"
X13_Regorafenib_5_0_uM_,"13_[('Regorafenib', 5.0, 'uM')]"
X13_Ribociclib_0_05_uM_,"13_[('Ribociclib', 0.05, 'uM')]"
X13_Ribociclib_0_5_uM_,"13_[('Ribociclib', 0.5, 'uM')]"
X13_Ribociclib_5_0_uM_,"13_[('Ribociclib', 5.0, 'uM')]"
X13_Rimonabant_Hydrochloride_0_05_uM_,"13_[('Rimonabant (Hydrochloride)', 0.05, 'uM')]"
X13_Rimonabant_Hydrochloride_0_5_uM_,"13_[('Rimonabant (Hydrochloride)', 0.5, 'uM')]"
X13_Rimonabant_Hydrochloride_5_0_uM_,"13_[('Rimonabant (Hydrochloride)', 5.0, 'uM')]"
X13_Sonidegib_0_05_uM_,"13_[('Sonidegib', 0.05, 'uM')]"
X13_Sulfisoxazole_0_5_uM_,"13_[('Sulfisoxazole', 0.5, 'uM')]"
X13_Terfenadine_0_5_uM_,"13_[('Terfenadine', 0.5, 'uM')]"
X13_Topotecan_hydrochloride_0_05_uM_,"13_[('Topotecan (hydrochloride)', 0.05, 'uM')]"
X13_Topotecan_hydrochloride_0_5_uM_,"13_[('Topotecan (hydrochloride)', 0.5, 'uM')]"
X13_Topotecan_hydrochloride_5_0_uM_,"13_[('Topotecan (hydrochloride)', 5.0, 'uM')]"
X13_c_Kit_IN_1_0_05_uM_,"13_[('c-Kit-IN-1', 0.05, 'uM')]"
X13_olaparib_0_05_uM_,"13_[('olaparib', 0.05, 'uM')]"
X14_R_Verapamil_hydrochloride_5_0_uM_,"14_[('(R)-Verapamil (hydrochloride)', 5.0, 'uM')]"
X14_18_Glycyrrhetinic_acid_5_0_uM_,"14_[('18β-Glycyrrhetinic acid', 5.0, 'uM')]"
X14_8_Hydroxyquinoline_5_0_uM_,"14_[('8-Hydroxyquinoline', 5.0, 'uM')]"
X14_Acetohexamide_5_0_uM_,"14_[('Acetohexamide', 5.0, 'uM')]"
X14_Adagrasib_0_05_uM_,"14_[('Adagrasib', 0.05, 'uM')]"
X14_Adenine_5_0_uM_,"14_[('Adenine', 5.0, 'uM')]"
X14_Adenosine_5_0_uM_,"14_[('Adenosine', 5.0, 'uM')]"
X14_Aliskiren_5_0_uM_,"14_[('Aliskiren', 5.0, 'uM')]"
X14_Allantoin_5_0_uM_,"14_[('Allantoin', 5.0, 'uM')]"
X14_Almonertinib_hydrochloride_5_0_uM_,"14_[('Almonertinib (hydrochloride)', 5.0, 'uM')]"
X14_Amsacrine_5_0_uM_,"14_[('Amsacrine', 5.0, 'uM')]"
X14_Anethole_trithione_5_0_uM_,"14_[('Anethole trithione', 5.0, 'uM')]"
X14_Artesunate_5_0_uM_,"14_[('Artesunate', 5.0, 'uM')]"
X14_Azithromycin_hydrate_5_0_uM_,"14_[('Azithromycin (hydrate)', 5.0, 'uM')]"
X14_Baicalin_5_0_uM_,"14_[('Baicalin', 5.0, 'uM')]"
X14_Balsalazide_sodium_hydrate_5_0_uM_,"14_[('Balsalazide (sodium hydrate)', 5.0, 'uM')]"
X14_Berbamine_5_0_uM_,"14_[('Berbamine', 5.0, 'uM')]"
X14_Berberine_chloride_hydrate_5_0_uM_,"14_[('Berberine (chloride hydrate)', 5.0, 'uM')]"
X14_Bergenin_5_0_uM_,"14_[('Bergenin', 5.0, 'uM')]"
X14_Bimatoprost_5_0_uM_,"14_[('Bimatoprost', 5.0, 'uM')]"
X14_Busulfan_5_0_uM_,"14_[('Busulfan', 5.0, 'uM')]"
X14_Cepharanthine_5_0_uM_,"14_[('Cepharanthine', 5.0, 'uM')]"
X14_Chlorhexidine_diacetate_5_0_uM_,"14_[('Chlorhexidine (diacetate)', 5.0, 'uM')]"
X14_Ciclopirox_5_0_uM_,"14_[('Ciclopirox', 5.0, 'uM')]"
X14_Clonidine_hydrochloride_5_0_uM_,"14_[('Clonidine (hydrochloride)', 5.0, 'uM')]"
X14_Clotrimazole_5_0_uM_,"14_[('Clotrimazole', 5.0, 'uM')]"
X14_Cloxacillin_sodium_5_0_uM_,"14_[('Cloxacillin (sodium)', 5.0, 'uM')]"
X14_Cysteamine_hydrochloride_5_0_uM_,"14_[('Cysteamine (hydrochloride)', 5.0, 'uM')]"
X14_Darinaparsin_5_0_uM_,"14_[('Darinaparsin', 5.0, 'uM')]"
X14_Demeclocycline_5_0_uM_,"14_[('Demeclocycline', 5.0, 'uM')]"
X14_Diammonium_Glycyrrhizinate_5_0_uM_,"14_[('Diammonium Glycyrrhizinate', 5.0, 'uM')]"
X14_Docetaxel_5_0_uM_,"14_[('Docetaxel', 5.0, 'uM')]"
X14_Elagolix_sodium_5_0_uM_,"14_[('Elagolix sodium', 5.0, 'uM')]"
X14_Fluvoxamine_maleate_5_0_uM_,"14_[('Fluvoxamine (maleate)', 5.0, 'uM')]"
X14_Folic_acid_5_0_uM_,"14_[('Folic acid', 5.0, 'uM')]"
X14_Furosemide_5_0_uM_,"14_[('Furosemide', 5.0, 'uM')]"
X14_Fusidic_acid_5_0_uM_,"14_[('Fusidic acid', 5.0, 'uM')]"
X14_Gallic_acid_hydrate_5_0_uM_,"14_[('Gallic acid (hydrate)', 5.0, 'uM')]"
X14_Gallic_acid_5_0_uM_,"14_[('Gallic acid', 5.0, 'uM')]"
X14_Gemfibrozil_5_0_uM_,"14_[('Gemfibrozil', 5.0, 'uM')]"
X14_Goserelin_acetate_5_0_uM_,"14_[('Goserelin (acetate)', 5.0, 'uM')]"
X14_Hexylresorcinol_5_0_uM_,"14_[('Hexylresorcinol', 5.0, 'uM')]"
X14_Homoharringtonine_5_0_uM_,"14_[('Homoharringtonine', 5.0, 'uM')]"
X14_Idarubicin_hydrochloride_5_0_uM_,"14_[('Idarubicin (hydrochloride)', 5.0, 'uM')]"
X14_Isocorydine_5_0_uM_,"14_[('Isocorydine', 5.0, 'uM')]"
X14_L_Thyroxine_sodium_salt_pentahydrate_5_0_uM_,"14_[('L-Thyroxine (sodium salt pentahydrate)', 5.0, 'uM')]"
X14_Larotrectinib_5_0_uM_,"14_[('Larotrectinib', 5.0, 'uM')]"
X14_Lenalidomide_hemihydrate_5_0_uM_,"14_[('Lenalidomide (hemihydrate)', 5.0, 'uM')]"
X14_Lidocaine_hydrochloride_5_0_uM_,"14_[('Lidocaine (hydrochloride)', 5.0, 'uM')]"
X14_Lipoic_acid_5_0_uM_,"14_[('Lipoic acid', 5.0, 'uM')]"
X14_Lumateperone_tosylate_5_0_uM_,"14_[('Lumateperone (tosylate)', 5.0, 'uM')]"
X14_Medroxyprogesterone_acetate_5_0_uM_,"14_[('Medroxyprogesterone acetate', 5.0, 'uM')]"
X14_Megestrol_5_0_uM_,"14_[('Megestrol', 5.0, 'uM')]"
X14_Mitoxantrone_dihydrochloride_5_0_uM_,"14_[('Mitoxantrone (dihydrochloride)', 5.0, 'uM')]"
X14_Neratinib_maleate_5_0_uM_,"14_[('Neratinib (maleate)', 5.0, 'uM')]"
X14_Norepinephrine_hydrochloride_5_0_uM_,"14_[('Norepinephrine (hydrochloride)', 5.0, 'uM')]"
X14_Olanzapine_5_0_uM_,"14_[('Olanzapine', 5.0, 'uM')]"
X14_Palmatine_chloride_5_0_uM_,"14_[('Palmatine (chloride)', 5.0, 'uM')]"
X14_Pasireotide_acetate_5_0_uM_,"14_[('Pasireotide (acetate)', 5.0, 'uM')]"
X14_Pentagastrin_5_0_uM_,"14_[('Pentagastrin', 5.0, 'uM')]"
X14_Pentamidine_isethionate_5_0_uM_,"14_[('Pentamidine (isethionate)', 5.0, 'uM')]"
X14_Pyridoxine_hydrochloride_5_0_uM_,"14_[('Pyridoxine (hydrochloride)', 5.0, 'uM')]"
X14_Pyridoxine_5_0_uM_,"14_[('Pyridoxine', 5.0, 'uM')]"
X14_Quinestrol_5_0_uM_,"14_[('Quinestrol', 5.0, 'uM')]"
X14_Radotinib_5_0_uM_,"14_[('Radotinib', 5.0, 'uM')]"
X14_Raltitrexed_5_0_uM_,"14_[('Raltitrexed', 5.0, 'uM')]"
X14_Rapamycin_5_0_uM_,"14_[('Rapamycin', 5.0, 'uM')]"
X14_Relugolix_5_0_uM_,"14_[('Relugolix', 5.0, 'uM')]"
X14_Resveratrol_5_0_uM_,"14_[('Resveratrol', 5.0, 'uM')]"
X14_Retinoic_acid_5_0_uM_,"14_[('Retinoic acid', 5.0, 'uM')]"
X14_Riluzole_hydrochloride_5_0_uM_,"14_[('Riluzole hydrochloride', 5.0, 'uM')]"
X14_Rimonabant_5_0_uM_,"14_[('Rimonabant', 5.0, 'uM')]"
X14_Ritonavir_5_0_uM_,"14_[('Ritonavir', 5.0, 'uM')]"
X14_Ropivacaine_hydrochloride_monohydrate_5_0_uM_,"14_[('Ropivacaine (hydrochloride monohydrate)', 5.0, 'uM')]"
X14_S_Adenosyl_L_methionine_disulfate_tosylate_5_0_uM_,"14_[('S-Adenosyl-L-methionine (disulfate tosylate)', 5.0, 'uM')]"
X14_Salicylic_acid_5_0_uM_,"14_[('Salicylic acid', 5.0, 'uM')]"
X14_Saquinavir_5_0_uM_,"14_[('Saquinavir', 5.0, 'uM')]"
X14_Selinexor_5_0_uM_,"14_[('Selinexor ', 5.0, 'uM')]"
X14_Sinomenine_5_0_uM_,"14_[('Sinomenine', 5.0, 'uM')]"
X14_Sodium_Salicylate_5_0_uM_,"14_[('Sodium Salicylate', 5.0, 'uM')]"
X14_Sulfisoxazole_5_0_uM_,"14_[('Sulfisoxazole', 5.0, 'uM')]"
X14_Temsirolimus_5_0_uM_,"14_[('Temsirolimus', 5.0, 'uM')]"
X14_Terfenadine_5_0_uM_,"14_[('Terfenadine', 5.0, 'uM')]"
X14_Thymol_5_0_uM_,"14_[('Thymol', 5.0, 'uM')]"
X14_Tofacitinib_citrate_5_0_uM_,"14_[('Tofacitinib (citrate)', 5.0, 'uM')]"
X14_Tofacitinib_5_0_uM_,"14_[('Tofacitinib', 5.0, 'uM')]"
X14_Tolcapone_5_0_uM_,"14_[('Tolcapone', 5.0, 'uM')]"
X14_Triamcinolone_5_0_uM_,"14_[('Triamcinolone', 5.0, 'uM')]"
X14_Triclosan_5_0_uM_,"14_[('Triclosan', 5.0, 'uM')]"
X14_Trifluridine_5_0_uM_,"14_[('Trifluridine', 5.0, 'uM')]"
X14_Trimetrexate_5_0_uM_,"14_[('Trimetrexate', 5.0, 'uM')]"
X14_Tucidinostat_5_0_uM_,"14_[('Tucidinostat', 5.0, 'uM')]"
X14_Vilanterol_5_0_uM_,"14_[('Vilanterol', 5.0, 'uM')]"
X14_Vinblastine_sulfate_5_0_uM_,"14_[('Vinblastine (sulfate)', 5.0, 'uM')]"
X1_4EGI_1_0_05_uM_,"1_[('4EGI-1', 0.05, 'uM')]"
X1_9_ING_41_0_05_uM_,"1_[('9-ING-41', 0.05, 'uM')]"
X1_APTO_253_0_05_uM_,"1_[('APTO-253', 0.05, 'uM')]"
X1_AT7519_0_05_uM_,"1_[('AT7519', 0.05, 'uM')]"
X1_AZD_7648_0_05_uM_,"1_[('AZD-7648', 0.05, 'uM')]"
X1_AZD_8055_0_05_uM_,"1_[('AZD-8055', 0.05, 'uM')]"
X1_AZD1390_0_05_uM_,"1_[('AZD1390', 0.05, 'uM')]"
X1_AZD2858_0_05_uM_,"1_[('AZD2858', 0.05, 'uM')]"
X1_Abemaciclib_0_05_uM_,"1_[('Abemaciclib', 0.05, 'uM')]"
X1_Adagrasib_0_05_uM_,"1_[('Adagrasib', 0.05, 'uM')]"
X1_Afatinib_0_05_uM_,"1_[('Afatinib', 0.05, 'uM')]"
X1_Alpelisib_0_05_uM_,"1_[('Alpelisib', 0.05, 'uM')]"
X1_Anastrozole_0_05_uM_,"1_[('Anastrozole', 0.05, 'uM')]"
X1_BAY1125976_0_05_uM_,"1_[('BAY1125976', 0.05, 'uM')]"
X1_BI_3406_0_05_uM_,"1_[('BI-3406', 0.05, 'uM')]"
X1_BI_78D3_0_05_uM_,"1_[('BI-78D3', 0.05, 'uM')]"
X1_Belumosudil_mesylate_0_05_uM_,"1_[('Belumosudil (mesylate)', 0.05, 'uM')]"
X1_Belzutifan_0_05_uM_,"1_[('Belzutifan', 0.05, 'uM')]"
X1_Bentamapimod_0_05_uM_,"1_[('Bentamapimod', 0.05, 'uM')]"
X1_Bimiralisib_0_05_uM_,"1_[('Bimiralisib', 0.05, 'uM')]"
X1_Binimetinib_0_05_uM_,"1_[('Binimetinib', 0.05, 'uM')]"
X1_Bortezomib_0_05_uM_,"1_[('Bortezomib', 0.05, 'uM')]"
X1_Brivudine_0_05_uM_,"1_[('Brivudine', 0.05, 'uM')]"
X1_CP21R7_0_05_uM_,"1_[('CP21R7', 0.05, 'uM')]"
X1_Capivasertib_0_05_uM_,"1_[('Capivasertib', 0.05, 'uM')]"
X1_Capmatinib_0_05_uM_,"1_[('Capmatinib', 0.05, 'uM')]"
X1_Celecoxib_0_05_uM_,"1_[('Celecoxib', 0.05, 'uM')]"
X1_DT_061_0_05_uM_,"1_[('DT-061', 0.05, 'uM')]"
X1_DTP3_0_05_uM_,"1_[('DTP3', 0.05, 'uM')]"
X1_Dabrafenib_0_05_uM_,"1_[('Dabrafenib', 0.05, 'uM')]"
X1_ERK5_IN_2_0_05_uM_,"1_[('ERK5-IN-2', 0.05, 'uM')]"
X1_ETC_206_0_05_uM_,"1_[('ETC-206', 0.05, 'uM')]"
X1_EX229_0_05_uM_,"1_[('EX229', 0.05, 'uM')]"
X1_Elimusertib_hydrochloride_0_05_uM_,"1_[('Elimusertib hydrochloride', 0.05, 'uM')]"
X1_Encorafenib_0_05_uM_,"1_[('Encorafenib', 0.05, 'uM')]"
X1_Erdafitinib_0_05_uM_,"1_[('Erdafitinib ', 0.05, 'uM')]"
X1_Everolimus_0_05_uM_,"1_[('Everolimus', 0.05, 'uM')]"
X1_Futibatinib_0_05_uM_,"1_[('Futibatinib', 0.05, 'uM')]"
X1_GSK1059615_0_05_uM_,"1_[('GSK1059615', 0.05, 'uM')]"
X1_Gemcitabine_0_05_uM_,"1_[('Gemcitabine', 0.05, 'uM')]"
X1_HI_TOPK_032_0_05_uM_,"1_[('HI-TOPK-032', 0.05, 'uM')]"
X1_Hydroxyfasudil_0_05_uM_,"1_[('Hydroxyfasudil', 0.05, 'uM')]"
X1_IQ_1_0_05_uM_,"1_[('IQ 1', 0.05, 'uM')]"
X1_Infigratinib_0_05_uM_,"1_[('Infigratinib', 0.05, 'uM')]"
X1_Ipatasertib_0_05_uM_,"1_[('Ipatasertib', 0.05, 'uM')]"
X1_Irinotecan_0_05_uM_,"1_[('Irinotecan', 0.05, 'uM')]"
X1_Ixazomib_0_05_uM_,"1_[('Ixazomib', 0.05, 'uM')]"
X1_LB_100_0_05_uM_,"1_[('LB-100', 0.05, 'uM')]"
X1_LJI308_0_05_uM_,"1_[('LJI308', 0.05, 'uM')]"
X1_LY_2584702_tosylate_salt_0_05_uM_,"1_[('LY-2584702 (tosylate salt)', 0.05, 'uM')]"
X1_LY2090314_0_05_uM_,"1_[('LY2090314', 0.05, 'uM')]"
X1_Lapatinib_ditosylate_0_05_uM_,"1_[('Lapatinib ditosylate', 0.05, 'uM')]"
X1_Lonafarnib_0_05_uM_,"1_[('Lonafarnib', 0.05, 'uM')]"
X1_MK_3903_0_05_uM_,"1_[('MK-3903', 0.05, 'uM')]"
X1_MK_8353_0_05_uM_,"1_[('MK-8353', 0.05, 'uM')]"
X1_ML264_0_05_uM_,"1_[('ML264', 0.05, 'uM')]"
X1_Methylprednisolone_succinate_0_05_uM_,"1_[('Methylprednisolone succinate', 0.05, 'uM')]"
X1_Minodronic_acid_0_05_uM_,"1_[('Minodronic acid', 0.05, 'uM')]"
X1_NG25_0_05_uM_,"1_[('NG25', 0.05, 'uM')]"
X1_NVP_BHG712_0_05_uM_,"1_[('NVP-BHG712', 0.05, 'uM')]"
X1_OTS514_0_05_uM_,"1_[('OTS514', 0.05, 'uM')]"
X1_Oleic_acid_0_05_uM_,"1_[('Oleic acid', 0.05, 'uM')]"
X1_Oxaliplatin_0_05_uM_,"1_[('Oxaliplatin', 0.05, 'uM')]"
X1_PF_06260933_0_05_uM_,"1_[('PF-06260933', 0.05, 'uM')]"
X1_PH_797804_0_05_uM_,"1_[('PH-797804', 0.05, 'uM')]"
X1_Paclitaxel_0_05_uM_,"1_[('Paclitaxel', 0.05, 'uM')]"
X1_Pemigatinib_0_05_uM_,"1_[('Pemigatinib', 0.05, 'uM')]"
X1_Pimitespib_0_05_uM_,"1_[('Pimitespib', 0.05, 'uM')]"
X1_Pralsetinib_0_05_uM_,"1_[('Pralsetinib', 0.05, 'uM')]"
X1_RMC_6236_0_05_uM_,"1_[('RMC-6236', 0.05, 'uM')]"
X1_Ralimetinib_dimesylate_0_05_uM_,"1_[('Ralimetinib dimesylate', 0.05, 'uM')]"
X1_Regorafenib_0_05_uM_,"1_[('Regorafenib', 0.05, 'uM')]"
X1_SBI_0640756_0_05_uM_,"1_[('SBI-0640756', 0.05, 'uM')]"
X1_Sapanisertib_0_05_uM_,"1_[('Sapanisertib', 0.05, 'uM')]"
X1_Sonidegib_0_05_uM_,"1_[('Sonidegib', 0.05, 'uM')]"
X1_TAK_733_0_05_uM_,"1_[('TAK-733', 0.05, 'uM')]"
X1_TAK_901_0_05_uM_,"1_[('TAK-901', 0.05, 'uM')]"
X1_Temuterkib_0_05_uM_,"1_[('Temuterkib', 0.05, 'uM')]"
X1_Tomivosertib_0_05_uM_,"1_[('Tomivosertib', 0.05, 'uM')]"
X1_Torkinib_0_05_uM_,"1_[('Torkinib', 0.05, 'uM')]"
X1_Trametinib_0_05_uM_,"1_[('Trametinib', 0.05, 'uM')]"
X1_Tubulin_inhibitor_6_0_05_uM_,"1_[('Tubulin inhibitor 6', 0.05, 'uM')]"
X1_Tucatinib_0_05_uM_,"1_[('Tucatinib', 0.05, 'uM')]"
X1_ULK_101_0_05_uM_,"1_[('ULK-101', 0.05, 'uM')]"
X1_Vemurafenib_0_05_uM_,"1_[('Vemurafenib', 0.05, 'uM')]"
X1_Volasertib_0_05_uM_,"1_[('Volasertib', 0.05, 'uM')]"
X1_XRK3F2_0_05_uM_,"1_[('XRK3F2', 0.05, 'uM')]"
X1_c_Kit_IN_1_0_05_uM_,"1_[('c-Kit-IN-1', 0.05, 'uM')]"
X1_olaparib_0_05_uM_,"1_[('olaparib', 0.05, 'uM')]"
X1_palbociclib_0_05_uM_,"1_[('palbociclib', 0.05, 'uM')]"
X1_venetoclax_0_05_uM_,"1_[('venetoclax', 0.05, 'uM')]"
X1_vincristine_0_05_uM_,"1_[('vincristine', 0.05, 'uM')]"
X2_4EGI_1_0_5_uM_,"2_[('4EGI-1', 0.5, 'uM')]"
X2_9_ING_41_0_5_uM_,"2_[('9-ING-41', 0.5, 'uM')]"
X2_APTO_253_0_5_uM_,"2_[('APTO-253', 0.5, 'uM')]"
X2_AT7519_0_5_uM_,"2_[('AT7519', 0.5, 'uM')]"
X2_AZD_7648_0_5_uM_,"2_[('AZD-7648', 0.5, 'uM')]"
X2_AZD_8055_0_5_uM_,"2_[('AZD-8055', 0.5, 'uM')]"
X2_AZD1390_0_5_uM_,"2_[('AZD1390', 0.5, 'uM')]"
X2_AZD2858_0_5_uM_,"2_[('AZD2858', 0.5, 'uM')]"
X2_Abemaciclib_0_5_uM_,"2_[('Abemaciclib', 0.5, 'uM')]"
X2_Adagrasib_0_05_uM_,"2_[('Adagrasib', 0.05, 'uM')]"
X2_Afatinib_0_5_uM_,"2_[('Afatinib', 0.5, 'uM')]"
X2_Alpelisib_0_5_uM_,"2_[('Alpelisib', 0.5, 'uM')]"
X2_Anastrozole_0_5_uM_,"2_[('Anastrozole', 0.5, 'uM')]"
X2_BAY1125976_0_5_uM_,"2_[('BAY1125976', 0.5, 'uM')]"
X2_BI_3406_0_5_uM_,"2_[('BI-3406', 0.5, 'uM')]"
X2_BI_78D3_0_5_uM_,"2_[('BI-78D3', 0.5, 'uM')]"
X2_Belumosudil_mesylate_0_5_uM_,"2_[('Belumosudil (mesylate)', 0.5, 'uM')]"
X2_Belzutifan_0_5_uM_,"2_[('Belzutifan', 0.5, 'uM')]"
X2_Bentamapimod_0_5_uM_,"2_[('Bentamapimod', 0.5, 'uM')]"
X2_Bimiralisib_0_5_uM_,"2_[('Bimiralisib', 0.5, 'uM')]"
X2_Binimetinib_0_5_uM_,"2_[('Binimetinib', 0.5, 'uM')]"
X2_Bortezomib_0_5_uM_,"2_[('Bortezomib', 0.5, 'uM')]"
X2_Brivudine_0_5_uM_,"2_[('Brivudine', 0.5, 'uM')]"
X2_CP21R7_0_5_uM_,"2_[('CP21R7', 0.5, 'uM')]"
X2_Capivasertib_0_5_uM_,"2_[('Capivasertib', 0.5, 'uM')]"
X2_Capmatinib_0_5_uM_,"2_[('Capmatinib', 0.5, 'uM')]"
X2_Celecoxib_0_5_uM_,"2_[('Celecoxib', 0.5, 'uM')]"
X2_DT_061_0_5_uM_,"2_[('DT-061', 0.5, 'uM')]"
X2_DTP3_0_5_uM_,"2_[('DTP3', 0.5, 'uM')]"
X2_Dabrafenib_0_5_uM_,"2_[('Dabrafenib', 0.5, 'uM')]"
X2_ERK5_IN_2_0_5_uM_,"2_[('ERK5-IN-2', 0.5, 'uM')]"
X2_ETC_206_0_5_uM_,"2_[('ETC-206', 0.5, 'uM')]"
X2_EX229_0_5_uM_,"2_[('EX229', 0.5, 'uM')]"
X2_Elimusertib_hydrochloride_0_5_uM_,"2_[('Elimusertib hydrochloride', 0.5, 'uM')]"
X2_Encorafenib_0_5_uM_,"2_[('Encorafenib', 0.5, 'uM')]"
