,0
factor_valid_drug_names_Alvespimycin_17_DMAG_HCl_10_0,Alvespimycin (17-DMAG) HCl_10.0
factor_valid_drug_names_Alvespimycin_17_DMAG_HCl_100_0,Alvespimycin (17-DMAG) HCl_100.0
factor_valid_drug_names_Alvespimycin_17_DMAG_HCl_1000_0,Alvespimycin (17-DMAG) HCl_1000.0
factor_valid_drug_names_Alvespimycin_17_DMAG_HCl_10000_0,Alvespimycin (17-DMAG) HCl_10000.0
factor_valid_drug_names_Aminoglutethimide_10_0,Aminoglutethimide _10.0
factor_valid_drug_names_Aminoglutethimide_100_0,Aminoglutethimide _100.0
factor_valid_drug_names_Aminoglutethimide_1000_0,Aminoglutethimide _1000.0
factor_valid_drug_names_Aminoglutethimide_10000_0,Aminoglutethimide _10000.0
factor_valid_drug_names_Amisulpride_10_0,Amisulpride_10.0
factor_valid_drug_names_Amisulpride_100_0,Amisulpride_100.0
factor_valid_drug_names_Amisulpride_1000_0,Amisulpride_1000.0
factor_valid_drug_names_Amisulpride_10000_0,Amisulpride_10000.0
factor_valid_drug_names_Anacardic_Acid_10_0,Anacardic Acid_10.0
factor_valid_drug_names_Anacardic_Acid_100_0,Anacardic Acid_100.0
factor_valid_drug_names_Anacardic_Acid_1000_0,Anacardic Acid_1000.0
factor_valid_drug_names_Anacardic_Acid_10000_0,Anacardic Acid_10000.0
factor_valid_drug_names_Andarine_10_0,Andarine_10.0
factor_valid_drug_names_Andarine_100_0,Andarine_100.0
factor_valid_drug_names_Andarine_1000_0,Andarine_1000.0
factor_valid_drug_names_Andarine_10000_0,Andarine_10000.0
factor_valid_drug_names_Aurora_A_Inhibitor_I_10_0,Aurora A Inhibitor I_10.0
factor_valid_drug_names_Aurora_A_Inhibitor_I_100_0,Aurora A Inhibitor I_100.0
factor_valid_drug_names_Aurora_A_Inhibitor_I_1000_0,Aurora A Inhibitor I_1000.0
factor_valid_drug_names_Aurora_A_Inhibitor_I_10000_0,Aurora A Inhibitor I_10000.0
factor_valid_drug_names_Avagacestat_BMS_708163_10_0,Avagacestat (BMS-708163)_10.0
factor_valid_drug_names_Avagacestat_BMS_708163_100_0,Avagacestat (BMS-708163)_100.0
factor_valid_drug_names_Avagacestat_BMS_708163_1000_0,Avagacestat (BMS-708163)_1000.0
factor_valid_drug_names_Avagacestat_BMS_708163_10000_0,Avagacestat (BMS-708163)_10000.0
factor_valid_drug_names_Azacitidine_10_0,Azacitidine _10.0
factor_valid_drug_names_Azacitidine_100_0,Azacitidine _100.0
factor_valid_drug_names_Azacitidine_1000_0,Azacitidine _1000.0
factor_valid_drug_names_Azacitidine_10000_0,Azacitidine _10000.0
factor_valid_drug_names_BMS_265246_10_0,BMS-265246_10.0
factor_valid_drug_names_BMS_265246_100_0,BMS-265246_100.0
factor_valid_drug_names_BMS_265246_1000_0,BMS-265246_1000.0
factor_valid_drug_names_BMS_265246_10000_0,BMS-265246_10000.0
factor_valid_drug_names_BMS_536924_10_0,BMS-536924_10.0
factor_valid_drug_names_BMS_536924_100_0,BMS-536924_100.0
factor_valid_drug_names_BMS_536924_1000_0,BMS-536924_1000.0
factor_valid_drug_names_BMS_536924_10000_0,BMS-536924_10000.0
factor_valid_drug_names_BMS_754807_10_0,BMS-754807_10.0
factor_valid_drug_names_BMS_754807_100_0,BMS-754807_100.0
factor_valid_drug_names_BMS_754807_1000_0,BMS-754807_1000.0
factor_valid_drug_names_BMS_754807_10000_0,BMS-754807_10000.0
factor_valid_drug_names_BMS_911543_10_0,BMS-911543_10.0
factor_valid_drug_names_BMS_911543_100_0,BMS-911543_100.0
factor_valid_drug_names_BMS_911543_1000_0,BMS-911543_1000.0
factor_valid_drug_names_BMS_911543_10000_0,BMS-911543_10000.0
factor_valid_drug_names_BRD4770_10_0,BRD4770_10.0
factor_valid_drug_names_BRD4770_100_0,BRD4770_100.0
factor_valid_drug_names_BRD4770_1000_0,BRD4770_1000.0
factor_valid_drug_names_BRD4770_10000_0,BRD4770_10000.0
factor_valid_drug_names_Barasertib_AZD1152_HQPA_10_0,Barasertib (AZD1152-HQPA)_10.0
factor_valid_drug_names_Barasertib_AZD1152_HQPA_100_0,Barasertib (AZD1152-HQPA)_100.0
factor_valid_drug_names_Barasertib_AZD1152_HQPA_1000_0,Barasertib (AZD1152-HQPA)_1000.0
factor_valid_drug_names_Barasertib_AZD1152_HQPA_10000_0,Barasertib (AZD1152-HQPA)_10000.0
factor_valid_drug_names_Baricitinib_LY3009104_INCB028050_10_0,"Baricitinib (LY3009104, INCB028050)_10.0"
factor_valid_drug_names_Baricitinib_LY3009104_INCB028050_100_0,"Baricitinib (LY3009104, INCB028050)_100.0"
factor_valid_drug_names_Baricitinib_LY3009104_INCB028050_1000_0,"Baricitinib (LY3009104, INCB028050)_1000.0"
factor_valid_drug_names_Baricitinib_LY3009104_INCB028050_10000_0,"Baricitinib (LY3009104, INCB028050)_10000.0"
factor_valid_drug_names_Belinostat_PXD101_10_0,Belinostat (PXD101)_10.0
factor_valid_drug_names_Belinostat_PXD101_100_0,Belinostat (PXD101)_100.0
factor_valid_drug_names_Belinostat_PXD101_1000_0,Belinostat (PXD101)_1000.0
factor_valid_drug_names_Belinostat_PXD101_10000_0,Belinostat (PXD101)_10000.0
factor_valid_drug_names_Bisindolylmaleimide_IX_Ro_31_8220_Mesylate_10_0,Bisindolylmaleimide IX (Ro 31-8220 Mesylate)_10.0
factor_valid_drug_names_Bisindolylmaleimide_IX_Ro_31_8220_Mesylate_100_0,Bisindolylmaleimide IX (Ro 31-8220 Mesylate)_100.0
factor_valid_drug_names_Bisindolylmaleimide_IX_Ro_31_8220_Mesylate_1000_0,Bisindolylmaleimide IX (Ro 31-8220 Mesylate)_1000.0
factor_valid_drug_names_Bisindolylmaleimide_IX_Ro_31_8220_Mesylate_10000_0,Bisindolylmaleimide IX (Ro 31-8220 Mesylate)_10000.0
factor_valid_drug_names_Bosutinib_SKI_606_10_0,Bosutinib (SKI-606)_10.0
factor_valid_drug_names_Bosutinib_SKI_606_100_0,Bosutinib (SKI-606)_100.0
factor_valid_drug_names_Bosutinib_SKI_606_1000_0,Bosutinib (SKI-606)_1000.0
factor_valid_drug_names_Bosutinib_SKI_606_10000_0,Bosutinib (SKI-606)_10000.0
factor_valid_drug_names_Busulfan_10_0,Busulfan _10.0
factor_valid_drug_names_Busulfan_100_0,Busulfan _100.0
factor_valid_drug_names_Busulfan_1000_0,Busulfan _1000.0
factor_valid_drug_names_Busulfan_10000_0,Busulfan _10000.0
factor_valid_drug_names_CEP_33779_10_0,CEP-33779_10.0
factor_valid_drug_names_CEP_33779_100_0,CEP-33779_100.0
factor_valid_drug_names_CEP_33779_1000_0,CEP-33779_1000.0
factor_valid_drug_names_CEP_33779_10000_0,CEP-33779_10000.0
factor_valid_drug_names_CUDC_101_10_0,CUDC-101_10.0
factor_valid_drug_names_CUDC_101_100_0,CUDC-101_100.0
factor_valid_drug_names_CUDC_101_1000_0,CUDC-101_1000.0
factor_valid_drug_names_CUDC_101_10000_0,CUDC-101_10000.0
factor_valid_drug_names_CUDC_907_10_0,CUDC-907_10.0
factor_valid_drug_names_CUDC_907_100_0,CUDC-907_100.0
factor_valid_drug_names_CUDC_907_1000_0,CUDC-907_1000.0
factor_valid_drug_names_CUDC_907_10000_0,CUDC-907_10000.0
factor_valid_drug_names_CYC116_10_0,CYC116_10.0
factor_valid_drug_names_CYC116_100_0,CYC116_100.0
factor_valid_drug_names_CYC116_1000_0,CYC116_1000.0
factor_valid_drug_names_CYC116_10000_0,CYC116_10000.0
factor_valid_drug_names_Capecitabine_10_0,Capecitabine _10.0
factor_valid_drug_names_Capecitabine_100_0,Capecitabine _100.0
factor_valid_drug_names_Capecitabine_1000_0,Capecitabine _1000.0
factor_valid_drug_names_Capecitabine_10000_0,Capecitabine _10000.0
factor_valid_drug_names_Carmofur_10_0,Carmofur_10.0
factor_valid_drug_names_Carmofur_100_0,Carmofur_100.0
factor_valid_drug_names_Carmofur_1000_0,Carmofur_1000.0
factor_valid_drug_names_Carmofur_10000_0,Carmofur_10000.0
factor_valid_drug_names_Cediranib_AZD2171_10_0,Cediranib (AZD2171)_10.0
factor_valid_drug_names_Cediranib_AZD2171_100_0,Cediranib (AZD2171)_100.0
factor_valid_drug_names_Cediranib_AZD2171_1000_0,Cediranib (AZD2171)_1000.0
factor_valid_drug_names_Cediranib_AZD2171_10000_0,Cediranib (AZD2171)_10000.0
factor_valid_drug_names_Celecoxib_10_0,Celecoxib_10.0
factor_valid_drug_names_Celecoxib_100_0,Celecoxib_100.0
factor_valid_drug_names_Celecoxib_1000_0,Celecoxib_1000.0
factor_valid_drug_names_Celecoxib_10000_0,Celecoxib_10000.0
factor_valid_drug_names_Cerdulatinib_PRT062070_PRT2070_10_0,"Cerdulatinib (PRT062070, PRT2070)_10.0"
factor_valid_drug_names_Cerdulatinib_PRT062070_PRT2070_100_0,"Cerdulatinib (PRT062070, PRT2070)_100.0"
factor_valid_drug_names_Cerdulatinib_PRT062070_PRT2070_1000_0,"Cerdulatinib (PRT062070, PRT2070)_1000.0"
factor_valid_drug_names_Cerdulatinib_PRT062070_PRT2070_10000_0,"Cerdulatinib (PRT062070, PRT2070)_10000.0"
factor_valid_drug_names_Cimetidine_10_0,Cimetidine _10.0
factor_valid_drug_names_Cimetidine_100_0,Cimetidine _100.0
factor_valid_drug_names_Cimetidine_1000_0,Cimetidine _1000.0
factor_valid_drug_names_Cimetidine_10000_0,Cimetidine _10000.0
factor_valid_drug_names_Clevudine_10_0,Clevudine _10.0
factor_valid_drug_names_Clevudine_100_0,Clevudine _100.0
factor_valid_drug_names_Clevudine_1000_0,Clevudine _1000.0
factor_valid_drug_names_Clevudine_10000_0,Clevudine _10000.0
factor_valid_drug_names_Costunolide_10_0,Costunolide_10.0
factor_valid_drug_names_Costunolide_100_0,Costunolide_100.0
factor_valid_drug_names_Costunolide_1000_0,Costunolide_1000.0
factor_valid_drug_names_Costunolide_10000_0,Costunolide_10000.0
factor_valid_drug_names_Crizotinib_PF_02341066_10_0,Crizotinib (PF-02341066)_10.0
factor_valid_drug_names_Crizotinib_PF_02341066_100_0,Crizotinib (PF-02341066)_100.0
factor_valid_drug_names_Crizotinib_PF_02341066_1000_0,Crizotinib (PF-02341066)_1000.0
factor_valid_drug_names_Crizotinib_PF_02341066_10000_0,Crizotinib (PF-02341066)_10000.0
factor_valid_drug_names_Curcumin_10_0,Curcumin_10.0
factor_valid_drug_names_Curcumin_100_0,Curcumin_100.0
factor_valid_drug_names_Curcumin_1000_0,Curcumin_1000.0
factor_valid_drug_names_Curcumin_10000_0,Curcumin_10000.0
factor_valid_drug_names_Cyclocytidine_HCl_10_0,Cyclocytidine HCl_10.0
factor_valid_drug_names_Cyclocytidine_HCl_100_0,Cyclocytidine HCl_100.0
factor_valid_drug_names_Cyclocytidine_HCl_1000_0,Cyclocytidine HCl_1000.0
factor_valid_drug_names_Cyclocytidine_HCl_10000_0,Cyclocytidine HCl_10000.0
factor_valid_drug_names_Dacinostat_LAQ824_10_0,Dacinostat (LAQ824)_10.0
factor_valid_drug_names_Dacinostat_LAQ824_100_0,Dacinostat (LAQ824)_100.0
factor_valid_drug_names_Dacinostat_LAQ824_1000_0,Dacinostat (LAQ824)_1000.0
factor_valid_drug_names_Dacinostat_LAQ824_10000_0,Dacinostat (LAQ824)_10000.0
factor_valid_drug_names_Danusertib_PHA_739358_10_0,Danusertib (PHA-739358)_10.0
factor_valid_drug_names_Danusertib_PHA_739358_100_0,Danusertib (PHA-739358)_100.0
factor_valid_drug_names_Danusertib_PHA_739358_1000_0,Danusertib (PHA-739358)_1000.0
factor_valid_drug_names_Danusertib_PHA_739358_10000_0,Danusertib (PHA-739358)_10000.0
factor_valid_drug_names_Daphnetin_10_0,Daphnetin_10.0
factor_valid_drug_names_Daphnetin_100_0,Daphnetin_100.0
factor_valid_drug_names_Daphnetin_1000_0,Daphnetin_1000.0
factor_valid_drug_names_Daphnetin_10000_0,Daphnetin_10000.0
factor_valid_drug_names_Dasatinib_10_0,Dasatinib_10.0
factor_valid_drug_names_Dasatinib_100_0,Dasatinib_100.0
factor_valid_drug_names_Dasatinib_1000_0,Dasatinib_1000.0
factor_valid_drug_names_Dasatinib_10000_0,Dasatinib_10000.0
factor_valid_drug_names_Decitabine_10_0,Decitabine_10.0
factor_valid_drug_names_Decitabine_100_0,Decitabine_100.0
factor_valid_drug_names_Decitabine_1000_0,Decitabine_1000.0
factor_valid_drug_names_Decitabine_10000_0,Decitabine_10000.0
factor_valid_drug_names_Disulfiram_10_0,Disulfiram _10.0
factor_valid_drug_names_Disulfiram_100_0,Disulfiram _100.0
factor_valid_drug_names_Disulfiram_1000_0,Disulfiram _1000.0
factor_valid_drug_names_Disulfiram_10000_0,Disulfiram _10000.0
factor_valid_drug_names_Divalproex_Sodium_10_0,Divalproex Sodium_10.0
factor_valid_drug_names_Divalproex_Sodium_100_0,Divalproex Sodium_100.0
factor_valid_drug_names_Divalproex_Sodium_1000_0,Divalproex Sodium_1000.0
factor_valid_drug_names_Divalproex_Sodium_10000_0,Divalproex Sodium_10000.0
factor_valid_drug_names_Droxinostat_10_0,Droxinostat_10.0
factor_valid_drug_names_Droxinostat_100_0,Droxinostat_100.0
factor_valid_drug_names_Droxinostat_1000_0,Droxinostat_1000.0
factor_valid_drug_names_Droxinostat_10000_0,Droxinostat_10000.0
factor_valid_drug_names_EED226_10_0,EED226_10.0
factor_valid_drug_names_EED226_100_0,EED226_100.0
factor_valid_drug_names_EED226_1000_0,EED226_1000.0
factor_valid_drug_names_EED226_10000_0,EED226_10000.0
factor_valid_drug_names_ENMD_2076_L_Tartaric_acid_10_0,ENMD-2076 L-(+)-Tartaric acid _10.0
factor_valid_drug_names_ENMD_2076_L_Tartaric_acid_100_0,ENMD-2076 L-(+)-Tartaric acid _100.0
factor_valid_drug_names_ENMD_2076_L_Tartaric_acid_1000_0,ENMD-2076 L-(+)-Tartaric acid _1000.0
factor_valid_drug_names_ENMD_2076_L_Tartaric_acid_10000_0,ENMD-2076 L-(+)-Tartaric acid _10000.0
factor_valid_drug_names_ENMD_2076_10_0,ENMD-2076_10.0
factor_valid_drug_names_ENMD_2076_100_0,ENMD-2076_100.0
factor_valid_drug_names_ENMD_2076_1000_0,ENMD-2076_1000.0
factor_valid_drug_names_ENMD_2076_10000_0,ENMD-2076_10000.0
factor_valid_drug_names_Ellagic_acid_10_0,Ellagic acid_10.0
factor_valid_drug_names_Ellagic_acid_100_0,Ellagic acid_100.0
factor_valid_drug_names_Ellagic_acid_1000_0,Ellagic acid_1000.0
factor_valid_drug_names_Ellagic_acid_10000_0,Ellagic acid_10000.0
factor_valid_drug_names_Entacapone_10_0,Entacapone_10.0
factor_valid_drug_names_Entacapone_100_0,Entacapone_100.0
factor_valid_drug_names_Entacapone_1000_0,Entacapone_1000.0
factor_valid_drug_names_Entacapone_10000_0,Entacapone_10000.0
factor_valid_drug_names_Entinostat_MS_275_10_0,Entinostat (MS-275)_10.0
factor_valid_drug_names_Entinostat_MS_275_100_0,Entinostat (MS-275)_100.0
factor_valid_drug_names_Entinostat_MS_275_1000_0,Entinostat (MS-275)_1000.0
factor_valid_drug_names_Entinostat_MS_275_10000_0,Entinostat (MS-275)_10000.0
factor_valid_drug_names_Enzastaurin_LY317615_10_0,Enzastaurin (LY317615)_10.0
factor_valid_drug_names_Enzastaurin_LY317615_100_0,Enzastaurin (LY317615)_100.0
factor_valid_drug_names_Enzastaurin_LY317615_1000_0,Enzastaurin (LY317615)_1000.0
factor_valid_drug_names_Enzastaurin_LY317615_10000_0,Enzastaurin (LY317615)_10000.0
factor_valid_drug_names_Epothilone_A_10_0,Epothilone A_10.0
factor_valid_drug_names_Epothilone_A_100_0,Epothilone A_100.0
factor_valid_drug_names_Epothilone_A_1000_0,Epothilone A_1000.0
factor_valid_drug_names_Epothilone_A_10000_0,Epothilone A_10000.0
factor_valid_drug_names_FLLL32_10_0,FLLL32_10.0
factor_valid_drug_names_FLLL32_100_0,FLLL32_100.0
factor_valid_drug_names_FLLL32_1000_0,FLLL32_1000.0
factor_valid_drug_names_FLLL32_10000_0,FLLL32_10000.0
factor_valid_drug_names_Fasudil_HA_1077_HCl_10_0,Fasudil (HA-1077) HCl_10.0
factor_valid_drug_names_Fasudil_HA_1077_HCl_100_0,Fasudil (HA-1077) HCl_100.0
factor_valid_drug_names_Fasudil_HA_1077_HCl_1000_0,Fasudil (HA-1077) HCl_1000.0
factor_valid_drug_names_Fasudil_HA_1077_HCl_10000_0,Fasudil (HA-1077) HCl_10000.0
factor_valid_drug_names_Fedratinib_SAR302503_TG101348_10_0,"Fedratinib (SAR302503, TG101348)_10.0"
factor_valid_drug_names_Fedratinib_SAR302503_TG101348_100_0,"Fedratinib (SAR302503, TG101348)_100.0"
factor_valid_drug_names_Fedratinib_SAR302503_TG101348_1000_0,"Fedratinib (SAR302503, TG101348)_1000.0"
factor_valid_drug_names_Fedratinib_SAR302503_TG101348_10000_0,"Fedratinib (SAR302503, TG101348)_10000.0"
factor_valid_drug_names_Filgotinib_GLPG0634_10_0,Filgotinib (GLPG0634)_10.0
factor_valid_drug_names_Filgotinib_GLPG0634_100_0,Filgotinib (GLPG0634)_100.0
factor_valid_drug_names_Filgotinib_GLPG0634_1000_0,Filgotinib (GLPG0634)_1000.0
factor_valid_drug_names_Filgotinib_GLPG0634_10000_0,Filgotinib (GLPG0634)_10000.0
factor_valid_drug_names_Flavopiridol_HCl_10_0,Flavopiridol HCl_10.0
factor_valid_drug_names_Flavopiridol_HCl_100_0,Flavopiridol HCl_100.0
factor_valid_drug_names_Flavopiridol_HCl_1000_0,Flavopiridol HCl_1000.0
factor_valid_drug_names_Flavopiridol_HCl_10000_0,Flavopiridol HCl_10000.0
factor_valid_drug_names_Fluorouracil_5_Fluoracil_5_FU_10_0,"Fluorouracil (5-Fluoracil, 5-FU)_10.0"
factor_valid_drug_names_Fluorouracil_5_Fluoracil_5_FU_100_0,"Fluorouracil (5-Fluoracil, 5-FU)_100.0"
factor_valid_drug_names_Fluorouracil_5_Fluoracil_5_FU_1000_0,"Fluorouracil (5-Fluoracil, 5-FU)_1000.0"
factor_valid_drug_names_Fluorouracil_5_Fluoracil_5_FU_10000_0,"Fluorouracil (5-Fluoracil, 5-FU)_10000.0"
factor_valid_drug_names_Fulvestrant_10_0,Fulvestrant_10.0
factor_valid_drug_names_Fulvestrant_100_0,Fulvestrant_100.0
factor_valid_drug_names_Fulvestrant_1000_0,Fulvestrant_1000.0
factor_valid_drug_names_Fulvestrant_10000_0,Fulvestrant_10000.0
factor_valid_drug_names_G007_LK_10_0,G007-LK_10.0
factor_valid_drug_names_G007_LK_100_0,G007-LK_100.0
factor_valid_drug_names_G007_LK_1000_0,G007-LK_1000.0
factor_valid_drug_names_G007_LK_10000_0,G007-LK_10000.0
factor_valid_drug_names_GSK_J1_10_0,GSK J1_10.0
factor_valid_drug_names_GSK_J1_100_0,GSK J1_100.0
factor_valid_drug_names_GSK_J1_1000_0,GSK J1_1000.0
factor_valid_drug_names_GSK_J1_10000_0,GSK J1_10000.0
factor_valid_drug_names_GSK_LSD1_2HCl_10_0,GSK-LSD1 2HCl_10.0
factor_valid_drug_names_GSK_LSD1_2HCl_100_0,GSK-LSD1 2HCl_100.0
factor_valid_drug_names_GSK_LSD1_2HCl_1000_0,GSK-LSD1 2HCl_1000.0
factor_valid_drug_names_GSK_LSD1_2HCl_10000_0,GSK-LSD1 2HCl_10000.0
factor_valid_drug_names_GSK1070916_10_0,GSK1070916_10.0
factor_valid_drug_names_GSK1070916_100_0,GSK1070916_100.0
factor_valid_drug_names_GSK1070916_1000_0,GSK1070916_1000.0
factor_valid_drug_names_GSK1070916_10000_0,GSK1070916_10000.0
factor_valid_drug_names_Gandotinib_LY2784544_10_0,Gandotinib (LY2784544)_10.0
factor_valid_drug_names_Gandotinib_LY2784544_100_0,Gandotinib (LY2784544)_100.0
factor_valid_drug_names_Gandotinib_LY2784544_1000_0,Gandotinib (LY2784544)_1000.0
factor_valid_drug_names_Gandotinib_LY2784544_10000_0,Gandotinib (LY2784544)_10000.0
factor_valid_drug_names_Givinostat_ITF2357_10_0,Givinostat (ITF2357)_10.0
factor_valid_drug_names_Givinostat_ITF2357_100_0,Givinostat (ITF2357)_100.0
factor_valid_drug_names_Givinostat_ITF2357_1000_0,Givinostat (ITF2357)_1000.0
factor_valid_drug_names_Givinostat_ITF2357_10000_0,Givinostat (ITF2357)_10000.0
factor_valid_drug_names_Glesatinib_MGCD265_10_0,Glesatinib?(MGCD265)_10.0
factor_valid_drug_names_Glesatinib_MGCD265_100_0,Glesatinib?(MGCD265)_100.0
factor_valid_drug_names_Glesatinib_MGCD265_1000_0,Glesatinib?(MGCD265)_1000.0
factor_valid_drug_names_Glesatinib_MGCD265_10000_0,Glesatinib?(MGCD265)_10000.0
factor_valid_drug_names_Hesperadin_10_0,Hesperadin_10.0
factor_valid_drug_names_Hesperadin_100_0,Hesperadin_100.0
factor_valid_drug_names_Hesperadin_1000_0,Hesperadin_1000.0
factor_valid_drug_names_Hesperadin_10000_0,Hesperadin_10000.0
factor_valid_drug_names_INO_1001_3_Aminobenzamide_10_0,INO-1001 (3-Aminobenzamide)_10.0
factor_valid_drug_names_INO_1001_3_Aminobenzamide_100_0,INO-1001 (3-Aminobenzamide)_100.0
factor_valid_drug_names_INO_1001_3_Aminobenzamide_1000_0,INO-1001 (3-Aminobenzamide)_1000.0
factor_valid_drug_names_INO_1001_3_Aminobenzamide_10000_0,INO-1001 (3-Aminobenzamide)_10000.0
factor_valid_drug_names_IOX2_10_0,IOX2_10.0
factor_valid_drug_names_IOX2_100_0,IOX2_100.0
factor_valid_drug_names_IOX2_1000_0,IOX2_1000.0
factor_valid_drug_names_IOX2_10000_0,IOX2_10000.0
factor_valid_drug_names_ITSA_1_ITSA1_10_0,ITSA-1 (ITSA1)_10.0
factor_valid_drug_names_ITSA_1_ITSA1_100_0,ITSA-1 (ITSA1)_100.0
factor_valid_drug_names_ITSA_1_ITSA1_1000_0,ITSA-1 (ITSA1)_1000.0
factor_valid_drug_names_ITSA_1_ITSA1_10000_0,ITSA-1 (ITSA1)_10000.0
factor_valid_drug_names_Iniparib_BSI_201_10_0,Iniparib (BSI-201)_10.0
factor_valid_drug_names_Iniparib_BSI_201_100_0,Iniparib (BSI-201)_100.0
factor_valid_drug_names_Iniparib_BSI_201_1000_0,Iniparib (BSI-201)_1000.0
